timestamp,spot
2026-03-17T09:15:00+05:30,23397.9004
2026-03-17T09:15:00+05:30,23381.4004
2026-03-17T09:15:00+05:30,23415.25
2026-03-17T09:15:00+05:30,23401.3008
2026-03-17T09:20:00+05:30,23384.3008
2026-03-17T09:20:00+05:30,23381.3496
2026-03-17T09:20:00+05:30,23377.25
2026-03-17T09:20:00+05:30,23382.0
2026-03-17T09:20:00+05:30,23382.5996
2026-03-17T09:20:00+05:30,23413.1992
2026-03-17T09:20:00+05:30,23411.5508
2026-03-17T09:20:00+05:30,23380.8496
2026-03-17T09:20:00+05:30,23385.5996
2026-03-17T09:20:00+05:30,23392.0508
2026-03-17T09:20:00+05:30,23387.1992
2026-03-17T09:25:00+05:30,23368.0
2026-03-17T09:25:00+05:30,23362.6504
2026-03-17T09:25:00+05:30,23363.8008
2026-03-17T09:25:00+05:30,23375.1504
2026-03-17T09:25:00+05:30,23358.75
2026-03-17T09:25:00+05:30,23362.4004
2026-03-17T09:25:00+05:30,23363.1992
2026-03-17T09:25:00+05:30,23371.3008
2026-03-17T09:25:00+05:30,23387.3008
2026-03-17T09:25:00+05:30,23375.0
2026-03-17T09:30:00+05:30,23380.8008
2026-03-17T09:30:00+05:30,23366.0
2026-03-17T09:30:00+05:30,23367.6992
2026-03-17T09:30:00+05:30,23365.5996
2026-03-17T09:30:00+05:30,23367.6992
2026-03-17T09:30:00+05:30,23367.25
2026-03-17T09:30:00+05:30,23374.4492
2026-03-17T09:30:00+05:30,23380.5996
2026-03-17T09:30:00+05:30,23390.3008
2026-03-17T09:30:00+05:30,23395.75
2026-03-17T09:30:00+05:30,23396.4492
2026-03-17T09:30:00+05:30,23389.8008
2026-03-17T09:35:00+05:30,23399.0
2026-03-17T09:35:00+05:30,23409.0
2026-03-17T09:35:00+05:30,23422.9004
2026-03-17T09:35:00+05:30,23430.3496
2026-03-17T09:35:00+05:30,23434.6992
2026-03-17T09:35:00+05:30,23429.8008
2026-03-17T09:35:00+05:30,23429.0996
2026-03-17T09:35:00+05:30,23430.4004
2026-03-17T09:35:00+05:30,23415.4492
2026-03-17T09:35:00+05:30,23424.25
2026-03-17T09:40:00+05:30,23438.5996
2026-03-17T09:40:00+05:30,23454.25
2026-03-17T09:40:00+05:30,23460.6992
2026-03-17T09:40:00+05:30,23460.75
2026-03-17T09:40:00+05:30,23449.1992
2026-03-17T09:40:00+05:30,23439.4492
2026-03-17T09:40:00+05:30,23433.8008
2026-03-17T09:40:00+05:30,23421.5508
2026-03-17T09:40:00+05:30,23429.8008
2026-03-17T09:40:00+05:30,23434.8008
2026-03-17T09:40:00+05:30,23444.5996
2026-03-17T09:40:00+05:30,23452.9004
2026-03-17T09:45:00+05:30,23449.4004
2026-03-17T09:45:00+05:30,23446.1504
2026-03-17T09:45:00+05:30,23435.9492
2026-03-17T09:45:00+05:30,23450.1504
2026-03-17T09:45:00+05:30,23463.4004
2026-03-17T09:45:00+05:30,23475.3008
2026-03-17T09:45:00+05:30,23483.6504
2026-03-17T09:45:00+05:30,23479.3496
2026-03-17T09:45:00+05:30,23472.8008
2026-03-17T09:45:00+05:30,23475.4492
2026-03-17T09:45:00+05:30,23474.8008
2026-03-17T09:50:00+05:30,23484.4004
